PROYECTO | Departamentos en venta | Carmen 339 | UF | 1.990 | 1 a 2 dormitorios | 1 a 2 baños | 19 - 47 m² útiles | Carmen 339, Santa Isabel, Santiago, RM (Metropolitana) | Entrega inmediata | 28 unidades disponibles | Tour virtual | Destacado
PROYECTO | Departamentos en venta | Edificio Ciudadano Prat | UF | 2.516 | 1 a 2 dormitorios | 1 a 2 baños | 24 - 53 m² útiles | Arturo Prat 254, Bulnes, Santiago, RM (Metropolitana) | Venta en blanco | 136 unidades disponibles | Destacado
PROYECTO | Departamentos en venta | San Ignacio | UF | 2.245 | 1 a 2 dormitorios | 1 a 2 baños | 21 - 52 m² útiles | San Ignacio 270, Dieciocho, Santiago, RM (Metropolitana) | Venta en verde | 20 unidades disponibles | Destacado
PROYECTO | Departamentos en venta | Sinergía Vicuña Edificio C | Por Inmobiliaria Sinergia | UF | 2.160 | 1 a 2 dormitorios | 1 a 2 baños | 35 - 62 m² útiles | Franklin 200, Bogotá - Sierra Bella, Santiago, RM (Metropolitana) | Venta en blanco | 262 unidades disponibles | Tour virtual | Destacado
PROYECTO | Departamentos en venta | Jofre | UF | 3.092 | 1 dormitorio | 1 baño | 31 - 32 m² útiles | Gral. Jofré 135, Santiago, Santa Isabel, Santiago, RM (Metropolitana) | Venta en verde | 13 unidades disponibles | Destacado
PROYECTO | Departamentos en venta | Eco Espacios | Por Fundamenta | UF | 2.630 | Estudio a 2 dormitorios | 1 a 2 baños | 27 - 63 m² útiles | Maimónides 551, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana) | Venta en blanco | 233 unidades disponibles | Destacado
PROYECTO | Departamentos en venta | Eco España | Por Fundamenta | UF | 2.671 | Estudio a 2 dormitorios | 1 a 2 baños | 27 - 58 m² útiles | Domeyko 2505, Barrio República, Santiago, RM (Metropolitana) | Entrega inmediata | 74 unidades disponibles | Destacado
PROYECTO | Departamentos en venta | Almagro Carrera Iv | Por Almagro | UF | 1.990 | 1 a 3 dormitorios | 1 a 2 baños | 25 - 86 m² útiles | José Miguel Carrera 699, Ejército - Toesca, Santiago, RM (Metropolitana) | Entrega inmediata | 10 unidades disponibles | Destacado
PROYECTO | Departamentos en venta | Edificio Parque | UF | 2.390 | Estudio a 2 dormitorios | 1 a 2 baños | 25 - 62 m² útiles | Capitán Wood 1850, Santiago Centro, Santiago, Chile, Parque O'Higgins, Santiago, RM (Metropolitana) | Venta en verde | 57 unidades disponibles | Tour virtual | Destacado
PROYECTO | Departamentos en venta | Edificio Tocornal | UF | 2.367 | Estudio a 3 dormitorios | 1 a 2 baños | 28 - 67 m² útiles | Tocornal 636, Santa Isabel, Santiago, RM (Metropolitana) | Entrega inmediata | 107 unidades disponibles | Destacado
PROYECTO | Departamentos en venta | Chiloé-prat | Por Absal Inmobiliaria | UF | 2.557 | 1 a 2 dormitorios | 1 a 2 baños | 30 - 50 m² útiles | Arturo Prat 1464, Parque O'Higgins, Santiago, RM (Metropolitana) | Entrega inmediata | 16 unidades disponibles | Destacado
PROYECTO | Departamentos en venta | Edificio Rosas 1444 | Por Euro Inmobiliaria | UF | 2.286 | 1 a 2 dormitorios | 1 a 2 baños | 28 - 55 m² útiles | Rosas 1438, Santiago, Centro Histórico De Santiago, Santiago, RM (Metropolitana) | Entrega inmediata | 32 unidades disponibles | Destacado
