id,Moneda,Precio,Dormitorios,Banos,Superficie_m2,Direccion,Comuna
820,UF,2450,1,1,38.0,Departamento en venta | Departamento En Venta En Santiago | UF | 2.450 | 1 dormitorio | 1 baño | 38 m² útiles | Santa Isabel / Santa Rosa,Santiago
821,UF,2000,1,1,37.0,Santa Isabel,Santiago
822,UF,3100,2,2,57.0,Ejército - Toesca,Santiago
823,UF,1680,1,1,27.0,Centro Histórico De Santiago,Santiago
824,UF,1929,2,1,38.0,Parque O'Higgins,Santiago
825,UF,1929,2,1,38.0,Parque O'Higgins,Santiago
826,UF,1929,2,1,38.0,Parque O'Higgins,Santiago
827,UF,3475,2,2,45.0,Centro Histórico De Santiago,Santiago
828,UF,1990,1,1,28.0,Parque O'Higgins,Santiago
829,$,80000000,1,1,33.0,Bulnes,Santiago
830,UF,4500,1,1,50.0,Ejército - Toesca,Santiago
831,UF,4390,3,2,101.0,Bulnes,Santiago
832,UF,1600,1,1,27.0,Santa Isabel,Santiago
833,UF,2400,1,1,37.0,Bulnes,Santiago
834,$,110000000,2,2,49.0,Centro Histórico De Santiago,Santiago
835,UF,2500,2,2,47.0,Departamento en venta | Departamento Para Inversión Con Metro A La Puerta | UF | 2.500 | 2 dormitorios | 2 baños | 47 m² totales | Centro Histórico De Santiago,Santiago
836,$,75000000,1,1,34.0,Departamento en venta | Excelente Departamento En Venta Santa Isabel | $ | 75.000.000 | 1 dormitorio | 1 baño | 34 m² útiles | Santa Isabel,Santiago
837,$,69900000,3,2,54.0,San Diego,Santiago
838,UF,1900,1,1,32.0,Ejército - Toesca,Santiago
839,UF,2500,2,2,39.0,Centro Histórico De Santiago,Santiago
840,UF,2400,,1,27.0,Barrio República,Santiago
841,UF,2550,2,1,47.0,Santa Isabel,Santiago
842,UF,2600,2,2,53.0,Santa Isabel,Santiago
843,UF,2780,2,2,52.0,Barrio Diez De Julio,Santiago
844,UF,2000,2,1,44.0,Centro Histórico De Santiago,Santiago
845,UF,3490,3,2,65.0,Santa Isabel,Santiago
846,UF,1821,1,1,32.0,Bogotá - Sierra Bella,Santiago
847,UF,1900,1,1,35.0,Santa Isabel,Santiago
848,$,65000000,1,1,31.0,Parque Almagro,Santiago
849,UF,2350,1,1,39.0,Santa Isabel,Santiago
850,UF,3100,2,2,42.0,Departamento en venta | Venta Luminoso Departamento En Santiago | Por Property Partners | UF | 3.100 | 2 dormitorios | 2 baños | 42 m² útiles | Santiago,Bogotá - Sierra Bella
851,UF,3300,1,1,33.0,Departamento en venta | Departamento Amoblado Y Perfecto Para Airbnb O Est... | Por Property Partners | UF | 3.300 | 1 dormitorio | 1 baño | 33 m² útiles | Santiago,Bogotá - Sierra Bella
852,UF,1900,1,1,40.0,Departamento en venta | Oportunidad Venta/ 1d/1b / Metro Santa Ana | Por Property Partners | UF | 1.900 | 1 dormitorio | 1 baño | 40 m² útiles | Santiago,Centro Histórico De Santiago
853,UF,1870,1,1,29.0,Departamento en venta | Departamento Remodelado En Amunátegui | Por Property Partners | UF | 1.870 | 1 dormitorio | 1 baño | 29 m² útiles | Santiago,Centro Histórico De Santiago
854,UF,1877,1,1,35.0,Departamento en venta | A La Venta Dpto. Muy Bien Cuidado | Por Property Partners | UF | 1.877 | 1 dormitorio | 1 baño | 35 m² útiles | Santiago,Parque O'Higgins
855,UF,1600,1,1,26.0,Departamento en venta | Oportunidad Departamento 1 Ambiente | Por Property Partners | UF | 1.600 | 1 dormitorio | 1 baño | 26 m² útiles | Santiago,Centro Histórico De Santiago
856,UF,7400,7,3,185.0,Departamento en venta | Oficina Ubicado A Pasos Del Cerro Santa Lucía | Por Property Partners | UF | 7.400 | 7 dormitorios | 3 baños | 185 m² útiles | Santiago,Centro Histórico De Santiago
857,UF,1800,1,1,32.0,Departamento En Venta!! | Por Property Partners | UF | 1.800 | 1 dormitorio | 1 baño | 32 m² útiles | Santiago,Santa Isabel
858,UF,17500,5,3,275.0,Departamento en venta | Espectacular Departamento Grandes Espacios En Parq... | Por Property Partners | UF | 17.500 | 5 dormitorios | 3 baños | 275 m² útiles | Santiago,Barrio Lastarria
859,UF,2575,2,2,48.0,Santiago. Cercano A... | Por Property Partners | UF | 2.575 | 2 dormitorios | 2 baños | 48 m² útiles | Santiago,San Diego
860,UF,2800,2,2,58.0,Cercano Metro Santa... | Por Property Partners | UF | 2.800 | 2 dormitorios | 2 baños | 58 m² útiles | Santiago,Barrio Diez De Julio
861,UF,3105,2,2,55.0,Departamento en venta | Venta De Departamento Muy Cerca Del Metro | Por Property Partners | UF | 3.105 | 2 dormitorios | 2 baños | 55 m² útiles | Santiago,Centro Histórico De Santiago
862,$,105000000,2,1,34.0,Bogotá - Sierra Bella,Santiago
863,UF,1800,1,1,28.0,Bulnes,Santiago
864,UF,6806,7,3,166.0,Departamento en venta | Increíble Oficina En Santiago Centro | Por Property Partners | UF | 6.806 | 7 dormitorios | 3 baños | 166 m² útiles | Santiago,Centro Histórico De Santiago
865,UF,1699,1,1,33.0,Departamento en venta | Oferta!!! Oportunidad Departamento Metro Santa Luc... | Por Property Partners | UF | 1.699 | Publicado esta semana | 1 dormitorio | 1 baño | 33 m² útiles | Santiago,Bulnes
866,UF,3640,3,2,76.0,Santiago | Por Property Partners | UF | 3.640 | 3 dormitorios | 2 baños | 76 m² útiles | Santiago,Parque Almagro
867,UF,1900,1,1,34.0,Departamento en venta | Departamento En Lord Cochrane | Por Property Partners | UF | 1.900 | 1 dormitorio | 1 baño | 34 m² útiles | Santiago,Bulnes
868,UF,2300,1,1,32.0,Departamento en venta | ¡invierte En Un De Departamento En Hotel Sommelier... | Por Property Partners | UF | 2.300 | 1 dormitorio | 1 baño | 32 m² útiles | Santiago,Centro Histórico De Santiago
869,UF,2200,1,1,37.0,Departamento en venta | Moderno Y Compacto Departamento Ideal Para Inversi... | Por Property Partners | UF | 2.200 | 1 dormitorio | 1 baño | 37 m² útiles | Santiago,Santa Isabel
870,UF,2475,1,1,29.0,Departamento en venta | Oficina En Calle Huérfanos Con Mac Iver | Por Property Partners | UF | 2.475 | 1 dormitorio | 1 baño | 29 m² útiles | Santiago,Centro Histórico De Santiago
871,UF,2862,2,1,43.0,Departamento en venta | Oferta!! Departamento En Arturo Prat En Liquidació... | Por Property Partners | UF | 2.862 | 2 dormitorios | 1 baño | 43 m² útiles | Santiago,San Diego
872,UF,6000,3,2,112.0,Departamento en venta | Amplio Departamento En Amunátegui | Por Property Partners | UF | 6.000 | 3 dormitorios | 2 baños | 112 m² útiles | Santiago,Centro Histórico De Santiago
873,UF,2650,3,1,62.0,Departamento en venta | Departamento En Venta | Por Property Partners | UF | 2.650 | 3 dormitorios | 1 baño | 62 m² útiles | Santiago,Barrio Diez De Julio
874,UF,1755,1,1,31.0,Santiago | Por Property Partners | UF | 1.755 | 1 dormitorio | 1 baño | 31 m² útiles | Santiago,Franklin - Biobío
875,UF,2280,1,1,33.0,Santiago | Por Property Partners | UF | 2.280 | 1 dormitorio | 1 baño | 33 m² útiles | Santiago,Parque O'Higgins
876,UF,2155,1,1,31.0,Departamento en venta | Departamento En Venta A Pasos De Plaza San Isidro | Por Property Partners | UF | 2.155 | 1 dormitorio | 1 baño | 31 m² útiles | Santiago,Santa Isabel
877,UF,6909,11,5,177.0,Departamento en venta | Departamento Vista Al Cerro Santa Lucía | Por Property Partners | UF | 6.909 | 11 dormitorios | 5 baños | 177 m² útiles | Santiago,Barrio San Borja
878,UF,2990,2,2,58.0,Santa Isabel,Santiago
879,UF,3400,3,2,73.0,Departamento en venta | Venta Estupendo Departamento Excelentes Condicione... | Por Property Partners | UF | 3.400 | 3 dormitorios | 2 baños | 73 m² útiles | Santiago,Barrio Diez De Julio
880,UF,3320,2,2,57.0,Departamento en venta | Loft En Tarapacá | Por Property Partners | UF | 3.320 | 2 dormitorios | 2 baños | 57 m² útiles | Santiago,Bulnes
881,UF,2200,1,1,53.0,Departamento en venta | Amplio Departamento Con Cocina Independiente | Por Property Partners | UF | 2.200 | 1 dormitorio | 1 baño | 53 m² útiles | Santiago,Centro Histórico De Santiago
882,UF,2550,1,1,33.0,San... | Por Property Partners | UF | 2.550 | Publicado esta semana | 1 dormitorio | 1 baño | 33 m² útiles | Santiago,San Diego
883,UF,3000,1,1,42.0,Departamento en venta | Gran Departamento Remodelado!! Metro Los Heroes | Por Property Partners | UF | 3.000 | 1 dormitorio | 1 baño | 42 m² útiles | Santiago,Dieciocho
884,UF,3700,2,2,61.0,Departamento en venta | Departamento En Eyzaguirre | Por Property Partners | UF | 3.700 | 2 dormitorios | 2 baños | 61 m² útiles | Santiago,San Diego
885,UF,3600,2,2,58.0,Departamento en venta | Espacioso Departamento En Calle Tocornal | Por Property Partners | UF | 3.600 | 2 dormitorios | 2 baños | 58 m² útiles | Santiago,Santa Isabel
886,UF,3500,3,2,64.0,Departamento en venta | Departamento En Casco Histórico De Santiago - Sect... | Por Property Partners | UF | 3.500 | 3 dormitorios | 2 baños | 64 m² útiles | Santiago,Parque O'Higgins
887,UF,4323,7,3,123.0,Departamento en venta | Departamento Vista Al Cerro Santa Lucía | Por Property Partners | UF | 4.323 | 7 dormitorios | 3 baños | 123 m² útiles | Santiago,Barrio San Borja
888,UF,4664,8,3,133.0,Departamento en venta | Departamento Vista Al Cerro Santa Lucía | Por Property Partners | UF | 4.664 | 8 dormitorios | 3 baños | 133 m² útiles | Santiago,Barrio San Borja
889,UF,2159,1,1,34.0,Departamento en venta | Excelente Oportunidad | Por Property Partners | UF | 2.159 | 1 dormitorio | 1 baño | 34 m² útiles | Santiago,Bogotá - Sierra Bella
890,UF,2049,1,1,39.0,Departamento en venta | Real Oportunidad!!! Departamento Excelente Ubicaci... | Por Property Partners | UF | 2.049 | 1 dormitorio | 1 baño | 39 m² útiles | Santiago,Centro Histórico De Santiago
891,UF,3400,3,2,69.0,Parque Almagro,Santiago
892,$,300000000,6,3,148.0,Centro Histórico De Santiago,Santiago
893,UF,22950,37,15,626.0,Departamento en venta | ¡pack Inversionista! - Departamentos Con Vista A C... | Por Property Partners | UF | 22.950 | 37 dormitorios | 15 baños | 626 m² útiles | Santiago,Barrio San Borja
894,UF,2049,1,1,39.0,Departamento en venta | Oportunidad Única!! Departamento Excelente Ubicaci... | Por Property Partners | UF | 2.049 | 1 dormitorio | 1 baño | 39 m² útiles | Santiago,Centro Histórico De Santiago
895,UF,1530,1,1,32.0,Barrio Yungay,Santiago
896,UF,1620,2,1,42.0,Parque O'Higgins,Santiago
897,UF,2500,2,1,44.0,Bulnes,Santiago
898,$,250000000,3,2,142.0,Centro Histórico De Santiago,Santiago
899,UF,3300,2,2,54.0,Santa Isabel,Santiago
900,UF,2100,1,1,32.0,Centro Histórico De Santiago,Santiago
901,UF,1800,1,1,39.0,Ejército - Toesca,Santiago
902,UF,3000,3,2,80.0,Santa Isabel,Santiago
903,UF,2050,2,1,55.0,Parque Los Reyes,Santiago
904,UF,1850,,1,34.0,San Diego,Santiago
905,UF,2490,2,2,40.0,Bogotá - Sierra Bella,Santiago
906,UF,3092,2,2,80.0,Centro Histórico De Santiago,Santiago
907,UF,3100,2,2,40.0,Franklin - Biobío,Santiago
908,UF,2350,2,1,39.0,Centro Histórico De Santiago,Santiago
909,UF,1620,1,1,27.0,San Diego,Santiago
910,UF,3800,3,2,65.0,Santa Isabel,Santiago
911,$,150000000,3,2,78.0,Parque Almagro,Santiago
912,UF,2690,1,1,34.0,Bogotá - Sierra Bella,Santiago
913,UF,2890,3,1,48.0,Bogotá - Sierra Bella,Santiago
914,UF,3000,3,2,71.0,Bulnes,Santiago
915,UF,2100,1,1,38.0,Barrio Diez De Julio,Santiago
916,UF,2100,1,1,38.0,Barrio Diez De Julio,Santiago
917,UF,3500,3,2,71.0,Centro Histórico De Santiago,Santiago
918,UF,2560,2,1,41.0,San Diego,Santiago
919,UF,1600,1,1,29.0,Bogotá - Sierra Bella,Santiago
920,$,110000000,3,1,64.0,Barrio San Borja,Santiago
921,UF,4500,3,2,116.0,Barrio San Borja,Santiago
922,UF,1600,1,1,32.0,San Diego,Santiago
923,UF,1600,1,1,27.0,Santa Isabel,Santiago
924,UF,1600,1,1,32.0,San Diego,Santiago
925,UF,1600,1,1,31.0,San Diego,Santiago
926,UF,2000,1,1,30.0,Barrio Diez De Julio,Santiago
927,UF,2450,1,1,38.0,Santa Isabel,Santiago
928,UF,2570,1,1,31.0,Parque Almagro,Santiago
929,UF,2894,3,2,65.0,Centro Histórico De Santiago,Santiago
930,UF,1950,1,1,34.0,Centro Histórico De Santiago,Santiago
931,UF,1950,1,1,32.0,Parque O'Higgins,Santiago
932,UF,3000,1,1,34.0,34/36m2 | UF | 3.000 | 1 dormitorio | 1 baño | 34 m² útiles | Santa Isabel,Santiago
933,UF,1790,1,1,35.0,Santa Isabel,Santiago
934,UF,4800,2,2,50.0,Ejército - Toesca,Santiago
935,UF,1920,1,1,30.0,Santa Isabel,Santiago
936,UF,2900,3,2,50.0,Santa Isabel,Santiago
937,UF,3300,2,2,49.0,Santa Isabel,Santiago
938,$,102500000,2,1,58.0,Barrio Brasil,Santiago
939,UF,1900,1,1,31.0,Centro Histórico De Santiago,Santiago
940,UF,4200,2,2,56.0,Santa Isabel,Santiago
941,UF,1779,1,1,30.0,Centro Histórico De Santiago,Santiago
942,UF,2850,1,1,40.0,Ejército - Toesca,Santiago
943,UF,3600,3,2,80.0,San Diego,Santiago
944,UF,1890,1,1,30.0,Centro Histórico De Santiago,Santiago
945,UF,2490,1,1,47.0,Centro Histórico De Santiago,Santiago
946,UF,3300,2,2,56.0,Santa Isabel,Santiago
947,$,59000000,1,1,27.0,Centro Histórico De Santiago,Santiago
948,$,75000000,1,1,38.0,Barrio República,Santiago
949,UF,1485,1,1,25.0,Centro Histórico De Santiago,Santiago
950,UF,1485,1,1,25.0,Centro Histórico De Santiago,Santiago
951,UF,2300,1,1,38.0,San Diego,Santiago
952,$,450000000,2,3,175.0,Barrio Lastarria,Santiago
953,UF,2500,1,1,32.0,Parque Almagro,Santiago
954,UF,1290,1,1,28.0,Parque O'Higgins,Santiago
955,UF,2250,1,1,33.0,Parque Almagro,Santiago
956,UF,2422,2,2,49.0,Bulnes,Santiago
957,UF,2950,2,1,42.0,Santa Isabel,Santiago
958,UF,1700,1,1,29.0,Santa Isabel,Santiago
959,UF,3000,1,1,34.0,34/36m2 | UF | 3.000 | 1 dormitorio | 1 baño | 34 m² útiles | Santa Isabel,Santiago
960,$,74850000,1,1,37.0,Centro Histórico De Santiago,Santiago
961,UF,1500,1,1,21.0,Parque Almagro,Santiago
962,UF,1800,1,1,30.0,Barrio Diez De Julio,Santiago
963,UF,1800,1,1,30.0,Bulnes,Santiago
964,UF,1700,1,1,30.0,Centro Histórico De Santiago,Santiago
965,UF,2400,3,1,63.0,Centro Histórico De Santiago,Santiago
966,UF,1850,1,1,30.0,Barrio Diez De Julio,Santiago
967,$,69000000,2,1,44.0,Barrio Yungay,Santiago
968,UF,2200,1,1,40.0,Centro Histórico De Santiago,Santiago
969,UF,2750,2,1,50.0,Barrio República,Santiago
970,UF,19800,6,3,275.0,Barrio Lastarria,Santiago
971,UF,1490,1,1,26.0,Centro Histórico De Santiago,Santiago
972,UF,3200,2,2,53.0,Santa Isabel,Santiago
973,UF,2400,1,1,34.0,San Diego,Santiago
974,UF,2200,1,1,40.0,Parque Almagro,Santiago
975,$,100000000,2,2,54.0,Centro Histórico De Santiago,Santiago
976,UF,2484,1,1,35.0,Parque Almagro,Santiago
977,UF,2415,1,1,35.0,Parque Almagro,Santiago
978,UF,1550,1,1,23.0,Parque O'Higgins,Santiago
979,$,60500000,1,1,34.0,Centro Histórico De Santiago,Santiago
980,UF,2500,1,1,35.0,San Diego,Santiago
981,UF,1750,2,1,45.0,Parque Los Reyes,Santiago
982,UF,2300,1,1,33.0,Centro Histórico De Santiago,Santiago
983,UF,17500,5,4,273.0,Centro Histórico De Santiago,Santiago
984,UF,3200,2,2,50.0,Barrio Diez De Julio,Santiago
985,UF,2400,1,1,37.0,Bogotá - Sierra Bella,Santiago
986,UF,3500,2,2,60.0,Santa Isabel,Santiago
987,UF,4560,2,2,50.0,Centro Histórico De Santiago,Santiago
988,UF,2100,1,1,32.0,Bulnes,Santiago
989,$,92000000,2,1,47.0,Parque Almagro,Santiago
990,UF,2800,2,2,50.0,Ejército - Toesca,Santiago
991,UF,3200,2,2,43.0,Santa Isabel,Santiago
992,UF,3700,2,2,67.0,Santa Isabel,Santiago
993,$,72000000,1,1,40.0,Centro Histórico De Santiago,Santiago
994,UF,3000,1,1,37.0,Santa Isabel,Santiago
995,UF,3420,2,1,50.0,Santa Isabel,Santiago
996,$,78500000,1,1,30.0,Parque Los Reyes,Santiago
997,UF,3350,2,1,49.0,Bogotá - Sierra Bella,Santiago
998,UF,2750,1,1,50.0,Centro Histórico De Santiago,Santiago
999,UF,2650,1,1,35.0,Barrio Diez De Julio,Santiago
1000,UF,2790,1,1,35.0,Santa Isabel,Santiago
1001,UF,2950,1,1,42.0,Ejército - Toesca,Santiago
1002,UF,1700,1,1,34.0,San Diego,Santiago
1003,UF,2300,2,1,30.0,Parque Almagro,Santiago
1004,UF,2100,1,1,32.0,Bulnes,Santiago
1005,UF,1500,1,1,38.0,Parque O'Higgins,Santiago
1006,UF,1850,1,1,35.0,Barrio San Borja,Santiago
1007,$,47990000,2,1,38.0,Parque O'Higgins,Santiago
1008,UF,3000,2,1,58.0,Centro Histórico De Santiago,Santiago
1009,UF,3490,2,2,65.0,Centro Histórico De Santiago,Santiago
1010,UF,2500,2,2,55.0,Centro Histórico De Santiago,Santiago
1011,UF,2300,1,1,38.0,Ejército - Toesca,Santiago
1012,UF,2168,2,2,52.0,Centro Histórico De Santiago,Santiago
1013,UF,1999,2,2,54.0,Parque Almagro,Santiago
1014,UF,2900,3,2,53.0,Bulnes,Santiago
1015,UF,3800,2,2,60.0,Santa Isabel,Santiago
1016,$,250000000,3,3,104.0,Parque O'Higgins,Santiago
1017,UF,3150,2,2,51.0,Parque Almagro,Santiago
1018,UF,2590,2,1,44.0,Bogotá - Sierra Bella,Santiago
1019,UF,3290,3,2,66.0,Centro Histórico De Santiago,Santiago
1020,UF,2900,1,1,30.0,Parque Almagro,Santiago
1021,UF,2550,2,1,46.0,Parque O'Higgins,Santiago
1022,$,113000000,4,2,83.0,Barrio Brasil,Santiago
1023,UF,3400,2,2,45.0,Santa Isabel,Santiago
1024,UF,3240,2,2,52.0,Ejército - Toesca,Santiago
1025,UF,1350,2,1,39.0,Parque O'Higgins,Santiago
1026,UF,1750,1,1,29.0,San Diego,Santiago
1027,UF,2225,2,1,52.0,Barrio Yungay,Santiago
1028,UF,3000,2,2,56.0,Santa Isabel,Santiago
1029,UF,3900,1,1,31.0,Santa Isabel,Santiago
1030,UF,3600,,2,70.0,Santa Isabel,Santiago
1031,UF,1650,1,1,37.0,Bogotá - Sierra Bella,Santiago
1032,UF,3330,3,2,66.0,Parque Los Reyes,Santiago
1033,UF,3800,2,2,54.0,Santa Isabel,Santiago
1034,UF,1750,1,1,30.0,Santa Isabel,Santiago
1035,UF,3190,2,1,42.0,Parque Los Reyes,Santiago
1036,UF,3300,1,1,34.0,Parque Almagro,Santiago
1037,UF,1890,2,1,40.0,Santa Isabel,Santiago
1038,UF,5350,3,3,132.0,Bulnes,Santiago
1039,UF,3650,2,2,42.0,Santa Isabel,Santiago
1040,UF,2750,2,2,56.0,Santa Isabel,Santiago
1041,UF,2524,1,1,34.0,Parque Los Reyes,Santiago
1042,UF,2900,1,1,38.0,Parque Los Reyes,Santiago
1043,UF,3325,2,2,47.0,Parque Los Reyes,Santiago
1044,UF,4900,3,2,75.0,Centro Histórico De Santiago,Santiago
1045,$,70000000,2,1,44.0,Parque O'Higgins,Santiago
1046,UF,3280,3,2,64.0,Parque O'Higgins,Santiago
1047,UF,2280,1,1,38.0,Parque O'Higgins,Santiago
1048,$,77000000,2,1,37.0,Bulnes,Santiago
1049,UF,2400,1,1,37.0,Santa Isabel,Santiago
1050,UF,2050,1,1,38.0,Parque Los Reyes,Santiago
1051,UF,3800,2,2,47.0,Parque Almagro,Santiago
1052,$,51000000,1,1,30.0,Centro Histórico De Santiago,Santiago
1053,UF,1450,2,1,38.0,Parque O'Higgins,Santiago
1054,UF,3460,3,2,95.0,Parque O'Higgins,Santiago
1055,UF,2250,2,2,50.0,Parque Los Reyes,Santiago
1056,UF,2900,2,2,48.0,Santa Isabel,Santiago
1057,UF,2500,2,2,69.0,Bulnes,Santiago
1058,UF,2500,2,2,51.0,San Diego,Santiago
1059,UF,1650,2,1,39.0,Parque O'Higgins,Santiago
1060,$,62000000,1,1,28.0,Centro Histórico De Santiago,Santiago
1061,UF,2800,1,1,35.0,Centro Histórico De Santiago,Santiago
1062,UF,1850,1,1,28.0,San Diego,Santiago
1063,UF,1538,1,1,30.0,Parque O'Higgins,Santiago
1064,UF,2150,2,1,45.0,Santa Isabel,Santiago
1065,UF,2580,3,2,61.0,Parque Los Reyes,Santiago
1066,UF,1500,1,1,26.0,Barrio Brasil,Santiago
1067,$,78000000,2,2,47.0,Santa Isabel,Santiago
1068,$,78000000,2,2,47.0,Santa Isabel,Santiago
1069,UF,1830,1,1,33.0,Santa Isabel,Santiago
1070,UF,2550,2,2,65.0,Barrio República,Santiago
1071,UF,2050,2,1,38.0,Barrio Diez De Julio,Santiago
1072,UF,1990,2,1,40.0,Parque O'Higgins,Santiago
1073,UF,1800,1,1,34.0,Centro Histórico De Santiago,Santiago
1074,UF,1755,1,1,31.0,Franklin - Biobío,Santiago
1075,$,90000000,2,2,42.0,Bulnes,Santiago
1076,UF,2200,1,1,35.0,San Diego,Santiago
1077,UF,1600,,1,42.0,Centro Histórico De Santiago,Santiago
1078,UF,1900,1,1,45.0,Barrio República,Santiago
1079,UF,1400,2,1,45.0,San Diego,Santiago
1080,UF,2100,1,1,,Bulnes,Santiago
1081,$,79900000,2,1,45.0,Departamento en venta | Departamento Club Hípico/antofagasta | $ | 79.900.000 | 2 dormitorios | 1 baño | 45 m² útiles | Club Hípico/Antofagasta,Santiago
1082,UF,1700,1,1,30.0,Centro Histórico De Santiago,Santiago
1083,UF,2100,2,1,40.0,Bogotá - Sierra Bella,Santiago
1084,UF,2700,1,1,40.0,San Diego,Santiago
1085,UF,1553,1,1,30.0,Barrio Diez De Julio,Santiago
1086,UF,4900,3,2,80.0,Santa Isabel,Santiago
1087,$,117000000,2,2,58.0,Parque Almagro,Santiago
1088,$,70000000,1,1,30.0,Santa Isabel,Santiago
1089,$,150000000,2,2,57.0,Parque O'Higgins,Santiago
1090,UF,3350,2,2,42.0,San Diego,Santiago
1091,$,135000000,2,2,43.0,Bulnes,Santiago
1092,UF,2451,1,1,24.0,Barrio Brasil,Santiago
1093,UF,2350,2,1,43.0,Bogotá - Sierra Bella,Santiago
1094,UF,2268,2,1,54.0,Parque Almagro,Santiago
1095,UF,3200,3,2,63.0,Barrio Brasil,Santiago
1096,UF,2600,2,2,45.0,Santa Isabel,Santiago
1097,UF,1650,1,1,30.0,Santa Isabel,Santiago
1098,UF,1900,2,1,36.0,Parque Almagro,Santiago
1099,UF,1859,1,1,35.0,Santa Isabel,Santiago
1100,UF,1450,1,1,29.0,San Diego,Santiago
1101,UF,2200,1,1,32.0,Santa Isabel,Santiago
1102,UF,2800,1,1,33.0,San Diego,Santiago
1103,UF,1890,1,1,26.0,Bogotá - Sierra Bella,Santiago
1104,UF,3900,2,2,47.0,Santa Isabel,Santiago
1105,UF,2200,1,1,31.0,Santa Isabel,Santiago
1106,UF,2653,2,2,50.0,Centro Histórico De Santiago,Santiago
1107,UF,3259,2,1,46.0,Barrio Diez De Julio,Santiago
1108,UF,2200,1,1,45.0,Santa Isabel,Santiago
1109,UF,2350,2,1,41.0,San Diego,Santiago
1110,UF,2300,2,2,57.0,Centro Histórico De Santiago,Santiago
1111,UF,4550,3,2,71.0,Ejército - Toesca,Santiago
1112,UF,1650,1,1,36.0,Centro Histórico De Santiago,Santiago
1113,UF,2350,2,2,59.0,Parque Almagro,Santiago
1114,UF,1490,1,1,30.0,Parque Los Reyes,Santiago
1115,UF,2652,1,1,35.0,Parque Los Reyes,Santiago
1116,UF,1400,1,1,30.0,Parque Los Reyes,Santiago
1117,$,53000000,1,1,30.0,Barrio San Borja,Santiago
1118,UF,2800,2,2,44.0,Bogotá - Sierra Bella,Santiago
1119,UF,1390,1,1,28.0,Parque O'Higgins,Santiago
1120,UF,2599,2,1,50.0,Bulnes,Santiago
1121,$,130000000,3,2,62.0,Parque O'Higgins,Santiago
1122,UF,1500,1,1,29.0,San Diego,Santiago
1123,UF,1750,1,1,30.0,Parque Almagro,Santiago
1124,UF,1890,1,1,30.0,San Diego,Santiago
1125,UF,1990,1,1,28.0,Santa Isabel,Santiago
1126,UF,1850,1,1,30.0,Santa Isabel,Santiago
1127,UF,1850,3,1,46.0,Bogotá - Sierra Bella,Santiago
1128,UF,27000,,,,Parque Los Reyes,Santiago
1129,UF,2540,1,1,40.0,Bulnes,Santiago
1130,UF,2790,2,2,59.0,Barrio Diez De Julio,Santiago
1131,UF,2100,2,2,51.0,Centro Histórico De Santiago,Santiago
1132,UF,1790,2,1,45.0,Barrio Yungay,Santiago
1133,UF,2900,2,1,38.0,Ejército - Toesca,Santiago
1134,UF,2700,2,2,57.0,Parque Almagro,Santiago
1135,UF,3700,2,2,57.0,Barrio Diez De Julio,Santiago
1136,$,224000000,3,2,92.0,Barrio San Borja,Santiago
1137,$,98000000,2,2,43.0,Santa Isabel,Santiago
1138,$,125000000,,,51.0,San Diego,Santiago
1139,UF,1350,1,1,23.0,Centro Histórico De Santiago,Santiago
1140,UF,2450,2,2,53.0,Centro Histórico De Santiago,Santiago
1141,UF,2300,1,1,34.0,Santa Isabel,Santiago
1142,$,109000000,2,2,3.0,Santa Isabel,Santiago
1143,UF,2900,2,2,63.0,Parque O'Higgins,Santiago
1144,UF,3200,2,1,40.0,San Diego,Santiago
1145,UF,2400,3,2,60.0,Franklin - Biobío,Santiago
1146,UF,2600,2,2,49.0,Centro Histórico De Santiago,Santiago
1147,UF,2485,1,1,29.0,Bogotá - Sierra Bella,Santiago
1148,$,110000000,2,2,50.0,San Diego,Santiago
1149,UF,4700,3,2,68.0,Barrio Diez De Julio,Santiago
1150,UF,2450,1,1,34.0,San Diego,Santiago
1151,UF,4100,3,2,57.0,Santa Isabel,Santiago
1152,UF,3850,4,3,121.0,Bulnes,Santiago
1153,UF,2900,2,2,50.0,Centro Histórico De Santiago,Santiago
1154,UF,2150,1,1,31.0,Santa Isabel,Santiago
1155,UF,1510,1,1,28.0,Centro Histórico De Santiago,Santiago
1156,$,54000000,1,1,27.0,Centro Histórico De Santiago,Santiago
1157,UF,1750,1,1,30.0,Santa Isabel,Santiago
1158,$,98900000,2,2,48.0,San Diego,Santiago
1159,$,88990000,3,1,105.0,San Diego,Santiago
1160,UF,2000,1,1,34.0,Santa Isabel,Santiago
1161,UF,2800,2,2,59.0,Barrio Diez De Julio,Santiago
1162,UF,2400,2,1,52.0,Santa Isabel,Santiago
1163,UF,2400,2,1,52.0,Santa Isabel,Santiago
1164,UF,2800,2,2,59.0,Barrio Diez De Julio,Santiago
1165,UF,3050,2,2,55.0,Centro Histórico De Santiago,Santiago
1166,UF,1500,1,1,29.0,Bulnes,Santiago
1167,UF,3000,2,1,50.0,Parque Almagro,Santiago
1168,UF,1800,1,1,30.0,Santa Isabel,Santiago
1169,UF,1500,1,1,31.0,Centro Histórico De Santiago,Santiago
1170,UF,3000,2,1,50.0,Parque Almagro,Santiago
1171,UF,1350,1,1,25.0,Barrio Yungay,Santiago
1172,UF,1600,1,1,46.0,Santa Isabel,Santiago
1173,UF,3000,3,2,52.0,Centro Histórico De Santiago,Santiago
