id,Moneda,Precio,Dormitorios,Banos,Superficie_m2,Direccion,Comuna
432,UF,2650,2,2,49.0,Ejército - Toesca,Santiago
433,UF,2290,3,1,100.0,Barrio Yungay,Santiago
434,UF,2300,2,1,47.0,Bulnes,Santiago
435,UF,12000,4,4,180.0,Franklin - Biobío,Santiago
436,UF,2250,2,2,55.0,Centro Histórico De Santiago,Santiago
437,UF,2942,1,1,29.0,Centro Histórico De Santiago,Santiago
438,UF,1880,1,1,29.0,Santa Isabel,Santiago
439,UF,2200,1,1,28.0,Barrio Diez De Julio,Santiago
440,UF,2400,2,1,45.0,Ejército - Toesca,Santiago
441,UF,2100,1,1,28.0,Ejército - Toesca,Santiago
442,UF,2800,2,1,48.0,Santa Isabel,Santiago
443,UF,1780,1,1,33.0,Santa Isabel,Santiago
444,$,58000000,1,1,35.0,Parque Almagro,Santiago
445,UF,1800,1,1,35.0,Bogotá - Sierra Bella,Santiago
446,UF,1940,1,1,26.0,Centro Histórico De Santiago,Santiago
447,UF,2000,1,1,30.0,Departamento en venta | Se Vende Depto.  Amoblado 1 Dormitorio San Pablo/ Av. Brasil | UF | 2.000 | 1 dormitorio | 1 baño | 30 m² útiles | Santiago,Barrio Brasil
448,$,60000000,1,1,38.0,Santa Isabel,Santiago
449,UF,1700,1,1,33.0,Bulnes,Santiago
450,UF,1490,1,1,29.0,Parque O'Higgins,Santiago
451,UF,3250,2,2,54.0,Ejército - Toesca,Santiago
452,UF,1500,1,1,31.0,Santa Isabel,Santiago
453,UF,2100,1,1,32.0,Santa Isabel,Santiago
454,UF,6500,2,2,120.0,Centro Histórico De Santiago,Santiago
455,UF,5022,3,2,109.0,Centro Histórico De Santiago,Santiago
456,UF,7200,4,2,166.0,Barrio Lastarria,Santiago
457,UF,4200,2,2,90.0,Centro Histórico De Santiago,Santiago
458,UF,1450,1,1,28.0,Departamento en venta | Depto Inversión 1d Y 1b En Calle Raulí/ Cercano A Portugal | Por Engel & Völkers Ñuñoa | UF | 1.450 | 1 dormitorio | 1 baño | 28 m² útiles | Santa Isabel,Santiago
459,UF,8150,3,2,122.0,Centro Histórico De Santiago,Santiago
460,UF,3090,2,2,47.0,Santa Isabel,Santiago
461,UF,1500,1,1,31.0,Santa Isabel,Santiago
462,UF,1600,1,1,28.0,Bulnes,Santiago
463,UF,1800,1,1,29.0,Centro Histórico De Santiago,Santiago
464,UF,2100,1,1,30.0,Santa Isabel,Santiago
465,UF,2900,1,1,46.0,Departamento en venta | Departamento Con Vista Al Cerro Santa Lucía/ Lastarria | Por Engel & Völkers Ñuñoa | UF | 2.900 | 1 dormitorio | 1 baño | 46 m² útiles | Barrio Lastarria,Santiago
466,UF,3000,2,2,45.0,Santa Isabel,Santiago
467,UF,15600,2,1,651.0,Dieciocho,Santiago
468,UF,2750,1,1,33.0,Departamento en venta | Remodelado/ideal Inversionista | Por Engel & Völkers Ñuñoa | UF | 2.750 | 1 dormitorio | 1 baño | 33 m² útiles | Centro Histórico De Santiago,Santiago
469,UF,4326,3,2,71.0,Santa Isabel,Santiago
470,UF,2200,1,1,38.0,Centro Histórico De Santiago,Santiago
471,$,110000000,2,2,65.0,Centro Histórico De Santiago,Santiago
472,UF,1506,1,1,21.0,Parque O'Higgins,Santiago
473,UF,1750,1,1,40.0,Centro Histórico De Santiago,Santiago
474,$,73000000,1,1,34.0,Centro Histórico De Santiago,Santiago
475,UF,2229,1,1,40.0,Bogotá - Sierra Bella,Santiago
476,UF,2090,2,1,42.0,Barrio Diez De Julio,Santiago
477,UF,1900,2,1,60.0,Parque O'Higgins,Santiago
478,UF,3800,2,2,60.0,Bogotá - Sierra Bella,Santiago
479,UF,2750,3,2,49.0,Barrio Diez De Julio,Santiago
480,UF,2890,2,1,36.0,Bulnes,Santiago
481,UF,3490,3,2,75.0,Parque O'Higgins,Santiago
482,UF,1900,1,1,31.0,Santa Isabel,Santiago
483,UF,2850,3,2,61.0,Santa Isabel,Santiago
484,UF,3610,3,2,65.0,Centro Histórico De Santiago,Santiago
485,UF,2950,2,1,44.0,Santa Isabel,Santiago
486,UF,2190,1,1,33.0,Barrio Yungay,Santiago
487,UF,1650,1,1,35.0,Centro Histórico De Santiago,Santiago
488,UF,2200,1,1,36.0,Parque Los Reyes,Santiago
489,UF,2800,2,2,59.0,Santa Isabel,Santiago
490,UF,1325,1,1,28.0,Centro Histórico De Santiago,Santiago
491,UF,2084,1,1,17.0,Parque Almagro,Santiago
492,UF,2862,2,2,47.0,San Diego,Santiago
493,UF,2350,2,1,39.0,Barrio Brasil,Santiago
494,UF,2280,1,1,37.0,Parque O'Higgins,Santiago
495,UF,2100,1,1,34.0,Bogotá - Sierra Bella,Santiago
496,UF,1800,1,1,25.0,Barrio Brasil,Santiago
497,UF,1980,1,1,28.0,Barrio Brasil,Santiago
498,UF,2700,1,1,38.0,Santa Isabel,Santiago
499,UF,3250,2,2,50.0,Departamento en venta | Departamento En Santiago / Lira | UF | 3.250 | Publicado esta semana | 2 dormitorios | 2 baños | 50 m² útiles | Santiago,Santa Isabel
500,UF,2850,2,2,48.0,San Diego,Santiago
501,UF,3500,3,2,69.0,Centro Histórico De Santiago,Santiago
502,UF,2390,2,1,46.0,Barrio Diez De Julio,Santiago
503,UF,2290,2,1,46.0,Barrio Diez De Julio,Santiago
504,$,140000000,2,2,53.0,Parque Almagro,Santiago
505,UF,3250,3,2,63.0,Santa Isabel,Santiago
506,UF,2390,2,1,39.0,Bulnes,Santiago
507,UF,2090,1,1,30.0,Santa Isabel,Santiago
508,UF,2090,2,1,38.0,Bogotá - Sierra Bella,Santiago
509,UF,2390,2,1,35.0,Barrio Diez De Julio,Santiago
510,$,65000000,2,1,47.0,Parque Los Reyes,Santiago
511,UF,4990,2,2,66.0,San Diego,Santiago
512,$,130000000,2,1,45.0,Bulnes,Santiago
513,UF,2270,2,1,43.0,Centro Histórico De Santiago,Santiago
514,UF,1550,1,1,31.0,Parque Almagro,Santiago
515,$,125000000,3,2,80.0,Parque Almagro,Santiago
516,UF,2700,2,2,47.0,Barrio República,Santiago
517,UF,2000,1,1,47.0,Santa Isabel,Santiago
518,UF,1990,1,1,25.0,Barrio Yungay,Santiago
519,UF,2600,2,1,44.0,Barrio Lastarria,Santiago
520,UF,6700,4,3,166.0,Barrio Lastarria,Santiago
521,UF,3400,1,1,65.0,Barrio Lastarria,Santiago
522,UF,5100,2,2,67.0,Centro Histórico De Santiago,Santiago
523,UF,3140,3,2,64.0,Santa Isabel,Santiago
524,UF,3100,1,1,47.0,Centro Histórico De Santiago,Santiago
525,UF,1900,1,1,36.0,Santa Isabel,Santiago
526,UF,4100,2,2,117.0,Centro Histórico De Santiago,Santiago
527,UF,1780,2,2,44.0,Bogotá - Sierra Bella,Santiago
528,UF,1800,1,1,33.0,Ejército - Toesca,Santiago
529,UF,1675,2,1,39.0,Franklin - Biobío,Santiago
530,$,125000000,2,2,55.0,Centro Histórico De Santiago,Santiago
531,UF,2800,1,1,36.0,Barrio Diez De Julio,Santiago
532,UF,1640,1,1,28.0,Bulnes,Santiago
533,UF,19500,4,4,370.0,Centro Histórico De Santiago,Santiago
534,UF,2090,1,1,30.0,Santa Isabel,Santiago
535,$,70000000,2,1,38.0,Parque O'Higgins,Santiago
536,UF,1187,1,1,29.0,Oportunidad Inversió... | Por Property Partners | UF | 1.187 | 1 dormitorio | 1 baño | 29 m² útiles | Santiago,Centro Histórico De Santiago
537,UF,2100,2,1,52.0,Bogotá - Sierra Bella,Santiago
538,UF,4150,2,2,66.0,Santa Isabel,Santiago
539,UF,3150,2,1,45.0,San Diego,Santiago
540,UF,3150,2,1,45.0,San Diego,Santiago
541,UF,1814,1,1,28.0,Santa Isabel,Santiago
542,UF,1850,1,1,35.0,Parque Almagro,Santiago
543,UF,4500,4,2,100.0,Barrio Brasil,Santiago
544,UF,3300,2,2,56.0,Centro Histórico De Santiago,Santiago
545,UF,2990,2,1,52.0,Bulnes,Santiago
546,UF,2100,1,1,33.0,Centro Histórico De Santiago,Santiago
547,UF,4000,3,2,100.0,Barrio Brasil,Santiago
548,UF,1955,1,1,30.0,Franklin - Biobío,Santiago
549,UF,1955,1,1,30.0,Franklin - Biobío,Santiago
550,UF,2690,2,1,49.0,Bulnes,Santiago
551,UF,1490,1,1,27.0,Centro Histórico De Santiago,Santiago
552,UF,2222,2,1,46.0,Centro Histórico De Santiago,Santiago
553,UF,1900,2,1,41.0,Centro Histórico De Santiago,Santiago
554,UF,5480,2,2,65.0,Barrio Lastarria,Santiago
555,UF,6500,3,2,135.0,Centro Histórico De Santiago,Santiago
556,UF,3400,3,2,85.0,Barrio República,Santiago
557,UF,9000,3,2,208.0,Centro Histórico De Santiago,Santiago
558,UF,16100,4,3,243.0,Departamento en venta | Grandioso Departamento Frente A Parque Forestal | Por Engel & Völkers Ñuñoa | UF | 16.100 | 4 dormitorios | 3 baños | 243 m² útiles | Barrio Lastarria,Santiago
559,UF,6500,3,2,106.0,Centro Histórico De Santiago,Santiago
560,UF,1750,1,1,30.0,Santa Isabel,Santiago
561,UF,2950,1,1,37.0,Ejército - Toesca,Santiago
562,UF,2600,2,2,58.0,Barrio Diez De Julio,Santiago
563,UF,1590,1,1,29.0,Centro Histórico De Santiago,Santiago
564,UF,4600,3,2,63.0,Barrio Lastarria,Santiago
565,UF,8870,2,2,163.0,Centro Histórico De Santiago,Santiago
566,UF,1787,1,1,39.0,Centro Histórico De Santiago,Santiago
567,UF,3590,3,2,73.0,San Diego,Santiago
568,UF,3000,2,2,53.0,Santa Isabel,Santiago
569,UF,2349,2,2,47.0,Barrio Yungay,Santiago
570,UF,1790,1,1,28.0,Bulnes,Santiago
571,UF,3050,3,2,54.0,Bogotá - Sierra Bella,Santiago
572,UF,3254,2,2,59.0,San Diego,Santiago
573,UF,2700,2,1,45.0,Santa Isabel,Santiago
574,UF,4000,2,2,59.0,,
575,,,,,,Bulnes,Santiago
576,UF,1531,1,1,29.0,Franklin - Biobío,Santiago
577,UF,3190,2,2,50.0,Centro Histórico De Santiago,Santiago
578,UF,1850,1,1,23.0,Parque O'Higgins,Santiago
579,UF,2300,2,1,50.0,Centro Histórico De Santiago,Santiago
580,UF,1490,1,1,35.0,Parque Los Reyes,Santiago
581,UF,2048,,1,25.0,Centro Histórico De Santiago,Santiago
582,UF,1500,1,1,24.0,Barrio Diez De Julio,Santiago
583,UF,1800,1,1,32.0,Bulnes,Santiago
584,UF,1550,1,1,27.0,Departamento en venta | 1 Dormitorio / Vista Despejada / Metro U. De Chile | Por Engel & Völkers Ñuñoa | UF | 1.550 | 1 dormitorio | 1 baño | 27 m² útiles | Bulnes,Santiago
585,UF,2800,2,2,57.0,Barrio Diez De Julio,Santiago
586,UF,3420,2,2,58.0,Santa Isabel,Santiago
587,UF,2364,1,1,28.0,Barrio República,Santiago
588,UF,5350,3,2,132.0,Centro Histórico De Santiago,Santiago
589,UF,3445,2,2,54.0,Centro Histórico De Santiago,Santiago
590,UF,2100,1,1,35.0,Ejército - Toesca,Santiago
591,UF,1750,1,1,27.0,Cercano Metro U. De Chile | Por Engel & Völkers Ñuñoa | UF | 1.750 | 1 dormitorio | 1 baño | 27 m² útiles | Bulnes,Santiago
592,UF,3800,2,2,54.0,Santiago | Por Engel & Völkers Ñuñoa | UF | 3.800 | 2 dormitorios | 2 baños | 54 m² útiles | Bogotá - Sierra Bella,Santiago
593,UF,3900,2,2,72.0,Santa Isabel,Santiago
594,UF,2084,1,1,22.0,Centro Histórico De Santiago,Santiago
595,UF,2500,1,1,37.0,San Diego,Santiago
596,UF,2900,2,1,45.0,Barrio Diez De Julio,Santiago
597,UF,1500,1,1,29.0,Santa Isabel,Santiago
598,UF,2180,1,1,30.0,Barrio Diez De Julio,Santiago
599,UF,3500,2,2,50.0,2d Y 2 B | Por Engel & Völkers Ñuñoa | UF | 3.500 | 2 dormitorios | 2 baños | 50 m² útiles | Santa Isabel,Santiago
600,UF,1460,1,1,30.0,Cercano A Metro Toesca | Por Engel & Völkers Ñuñoa | UF | 1.460 | 1 dormitorio | 1 baño | 30 m² útiles | Parque Almagro,Santiago
601,UF,2450,2,1,39.0,Santa Isabel,Santiago
602,UF,2900,3,2,66.0,Franklin - Biobío,Santiago
603,UF,4500,1,2,78.0,Parque Almagro,Santiago
604,UF,1550,1,1,30.0,Parque Los Reyes,Santiago
605,UF,3700,1,1,42.0,Barrio Lastarria,Santiago
606,UF,2515,2,2,50.0,Barrio Yungay,Santiago
607,UF,2200,1,1,30.0,Bulnes,Santiago
608,UF,3252,3,2,65.0,Santa Isabel,Santiago
609,UF,1990,1,1,41.0,Parque O'Higgins,Santiago
610,UF,3300,2,2,51.0,Santa Isabel,Santiago
611,UF,2750,1,1,31.0,Parque O'Higgins,Santiago
612,UF,1600,1,1,27.0,Bulnes,Santiago
613,UF,2300,2,1,50.0,Franklin - Biobío,Santiago
614,UF,1990,1,1,41.0,Parque O'Higgins,Santiago
615,UF,2150,1,1,31.0,Departamento en venta | Vende Departamento 1d/1b Muy Buena Ubicacion Stgo Centro | Por Engel & Völkers Ñuñoa | UF | 2.150 | 1 dormitorio | 1 baño | 31 m² útiles | Bulnes,Santiago
616,UF,2200,2,2,46.0,San Diego,Santiago
617,UF,3000,1,1,37.0,Centro Histórico De Santiago,Santiago
618,UF,2500,2,1,48.0,Parque Almagro,Santiago
619,UF,4625,3,2,105.0,Barrio República,Santiago
620,UF,2700,2,1,73.0,Departamento en venta | Amplio Departamento Remodelado / Metro Santa Lucía | Por Engel & Völkers Ñuñoa | UF | 2.700 | 2 dormitorios | 1 baño | 73 m² útiles | Bulnes,Santiago
621,UF,2100,2,1,42.0,San Diego,Santiago
622,UF,3200,2,2,42.0,Santa Isabel,Santiago
623,UF,1850,1,1,36.0,Parque Almagro,Santiago
624,UF,1990,1,1,31.0,Bulnes,Santiago
625,UF,2140,2,2,51.0,Centro Histórico De Santiago,Santiago
626,UF,1890,1,1,35.0,Parque Almagro,Santiago
627,UF,2700,1,1,38.0,Ejército - Toesca,Santiago
628,UF,2100,2,1,42.0,San Diego,Santiago
629,UF,2100,2,1,42.0,San Diego,Santiago
630,UF,1989,1,1,32.0,Barrio República,Santiago
631,UF,2100,2,1,42.0,San Diego,Santiago
632,UF,2700,1,1,32.0,Parque Almagro,Santiago
633,UF,2200,2,1,40.0,Parque O'Higgins,Santiago
634,UF,3090,2,2,47.0,Barrio Diez De Julio,Santiago
635,UF,2500,1,1,33.0,Parque Almagro,Santiago
636,UF,3980,3,2,76.0,Departamento en venta | Excelente Departamento 3 Dormitorios | San Isidro | Por Engel & Völkers Ñuñoa | UF | 3.980 | Publicado esta semana | 3 dormitorios | 2 baños | 76 m² útiles | Santa Isabel,Santiago
637,UF,2769,2,2,23.0,Barrio República,Santiago
638,UF,2600,2,1,54.0,Departamento en venta | Depto Central 2d Y 1b / San Isidro | Por Engel & Völkers Ñuñoa | UF | 2.600 | Publicado esta semana | 2 dormitorios | 1 baño | 54 m² útiles | Santa Isabel,Santiago
639,UF,3950,2,2,50.0,Barrio Diez De Julio,Santiago
640,UF,2200,1,1,22.0,Bulnes,Santiago
641,UF,3090,2,2,55.0,Santa Isabel,Santiago
642,UF,1800,1,1,39.0,Parque Los Reyes,Santiago
643,$,99500000,2,2,47.0,Parque Almagro,Santiago
644,UF,2180,1,1,33.0,Centro Histórico De Santiago,Santiago
645,UF,2690,2,2,45.0,Centro Histórico De Santiago,Santiago
646,UF,2295,1,1,37.0,Departamento en venta | Oportunidad De Inversión Metro Santa Ana | Por Engel & Völkers Ñuñoa | UF | 2.295 | Publicado hoy | 1 dormitorio | 1 baño | 37 m² útiles | Centro Histórico De Santiago,Santiago
647,UF,2250,1,1,37.0,Ejército - Toesca,Santiago
648,UF,2500,1,1,32.0,Departamento en venta | Luminoso Departamento Parque Almagro | Por Engel & Völkers Ñuñoa | UF | 2.500 | Publicado esta semana | 1 dormitorio | 1 baño | 32 m² útiles | San Diego,Santiago
649,UF,2300,2,2,44.0,Departamento en venta | Luminoso Departamento Con Vista Despejada 2d 2b | Por Engel & Völkers Ñuñoa | UF | 2.300 | Publicado esta semana | 2 dormitorios | 2 baños | 44 m² útiles | Santa Isabel,Santiago
650,UF,1700,1,1,26.0,Departamento en venta | Oportunidad Inversión General Gana | Por Engel & Völkers Ñuñoa | UF | 1.700 | Publicado esta semana | 1 dormitorio | 1 baño | 26 m² útiles | Franklin - Biobío,Santiago
651,UF,5600,2,2,60.0,Lastarria | Por Engel & Völkers Ñuñoa | UF | 5.600 | 2 dormitorios | 2 baños | 60 m² útiles | Barrio Lastarria,Santiago
652,$,65000000,1,1,23.0,Centro Histórico De Santiago,Santiago
653,UF,3100,2,2,56.0,Departamento en venta | Luminoso Departamento En Casco Histórico | Por Engel & Völkers Ñuñoa | UF | 3.100 | 2 dormitorios | 2 baños | 56 m² útiles | Centro Histórico De Santiago,Santiago
654,UF,3150,2,2,47.0,Barrio República,Santiago
655,UF,2600,2,1,51.0,Departamento en venta | Acogedor Depto En Condominio Cerrado | Por Engel & Völkers Ñuñoa | UF | 2.600 | 2 dormitorios | 1 baño | 51 m² útiles | Barrio Brasil,Santiago
656,UF,3600,2,1,46.0,Bulnes,Santiago
657,UF,3600,2,1,46.0,Bulnes,Santiago
658,UF,2300,2,1,36.0,Parque Almagro,Santiago
659,UF,2600,1,1,27.0,Centro Histórico De Santiago,Santiago
660,UF,1900,1,1,28.0,Departamento en venta | Vive El Centro Histórico A Pasos Del Parque Forestal - 1d/1b | Por Engel & Völkers Ñuñoa | UF | 1.900 | Publicado esta semana | 1 dormitorio | 1 baño | 28 m² útiles | Centro Histórico De Santiago,Santiago
661,UF,13500,3,2,189.0,Centro Histórico De Santiago,Santiago
662,UF,2217,1,1,32.0,Barrio Brasil,Santiago
663,UF,1800,1,1,32.0,Bulnes,Santiago
664,UF,1990,1,1,34.0,Centro Histórico De Santiago,Santiago
665,UF,3700,1,1,34.0,Centro Histórico De Santiago,Santiago
666,UF,3700,2,2,59.0,Departamento en venta | Oportunidad / Venta Dpto 2d+2b+estac+bodega | Por Engel & Völkers Ñuñoa | UF | 3.700 | 2 dormitorios | 2 baños | 59 m² útiles | San Diego,Santiago
667,UF,1900,1,1,33.0,Santa Isabel,Santiago
668,UF,3713,2,2,86.0,San Diego,Santiago
669,UF,2400,1,1,29.0,Parque Almagro,Santiago
670,UF,1300,1,1,20.0,Centro Histórico De Santiago,Santiago
671,UF,3610,2,1,75.0,San Diego,Santiago
672,UF,4100,3,2,70.0,Parque O'Higgins,Santiago
673,UF,3250,2,2,44.0,Santa Isabel,Santiago
674,UF,1750,1,1,26.0,Centro Histórico De Santiago,Santiago
675,UF,3219,3,2,65.0,San Diego,Santiago
676,UF,3050,3,2,70.0,Parque O'Higgins,Santiago
677,UF,2500,2,1,49.0,Bulnes,Santiago
678,UF,1450,1,1,29.0,Parque O'Higgins,Santiago
679,UF,1250,1,1,29.0,Parque O'Higgins,Santiago
680,UF,2209,2,2,46.0,Barrio Diez De Julio,Santiago
681,UF,1530,2,1,38.0,Parque O'Higgins,Santiago
682,UF,1750,2,1,38.0,Parque O'Higgins,Santiago
683,UF,1750,2,1,39.0,Parque O'Higgins,Santiago
684,UF,2090,2,1,42.0,Barrio Diez De Julio,Santiago
685,UF,1900,1,1,32.0,Bulnes,Santiago
686,$,207000000,4,2,101.0,San Diego,Santiago
687,UF,1690,1,1,35.0,Santa Isabel,Santiago
688,UF,1850,1,1,35.0,Santa Isabel,Santiago
689,UF,4450,2,1,74.0,Centro Histórico De Santiago,Santiago
690,$,57000000,1,1,29.0,Ejército - Toesca,Santiago
691,UF,990,,1,20.0,Franklin - Biobío,Santiago
692,$,120000000,2,2,73.0,Centro Histórico De Santiago,Santiago
693,UF,2390,2,1,40.0,Centro Histórico De Santiago,Santiago
694,UF,2050,2,1,65.0,Centro Histórico De Santiago,Santiago
695,UF,1100,1,1,20.0,Parque O'Higgins,Santiago
696,UF,3525,2,2,43.0,Centro Histórico De Santiago,Santiago
697,UF,3475,2,2,43.0,Centro Histórico De Santiago,Santiago
698,UF,3300,1,1,31.0,Bogotá - Sierra Bella,Santiago
699,$,60000000,1,1,26.0,Santa Isabel,Santiago
700,UF,2900,3,2,51.0,Bulnes,Santiago
701,UF,3321,1,1,29.0,Ejército - Toesca,Santiago
702,UF,1800,3,1,47.0,Bogotá - Sierra Bella,Santiago
703,UF,2700,1,1,27.0,Departamento en venta | Departamento En Venta En Santiago | UF | 2.700 | 1 dormitorio | 1 baño | 27 m² útiles | Santo Domingo,Santiago
704,UF,2690,1,1,29.0,Departamento en venta | Departamento En Venta En Santiago | UF | 2.690 | 1 dormitorio | 1 baño | 29 m² útiles | Santo Domingo,Santiago
705,UF,4655,2,1,46.0,Parque Almagro,Santiago
706,UF,2890,1,1,41.0,Dieciocho,Santiago
707,$,103000000,2,2,42.0,Santa Isabel,Santiago
708,UF,2450,1,1,38.0,San Diego,Santiago
709,$,60000000,1,1,32.0,Santa Isabel,Santiago
710,UF,1985,1,1,36.0,Centro Histórico De Santiago,Santiago
711,UF,2940,2,2,54.0,Ejército - Toesca,Santiago
712,UF,2300,1,1,36.0,Bogotá - Sierra Bella,Santiago
713,UF,2800,2,2,62.0,Santa Isabel,Santiago
714,UF,2950,1,1,40.0,Ejército - Toesca,Santiago
715,UF,2990,2,1,57.0,Parque Almagro,Santiago
716,UF,3000,2,1,43.0,Bogotá - Sierra Bella,Santiago
717,UF,1900,1,1,31.0,Ejército - Toesca,Santiago
718,UF,1750,1,1,32.0,Centro Histórico De Santiago,Santiago
719,UF,1990,1,1,33.0,Centro Histórico De Santiago,Santiago
720,UF,1800,1,1,31.0,Parque Almagro,Santiago
721,UF,2950,1,1,32.0,Santa Isabel,Santiago
722,$,132000000,3,2,72.0,Ejército - Toesca,Santiago
723,UF,3100,2,2,58.0,San Diego,Santiago
724,UF,3800,3,2,134.0,Centro Histórico De Santiago,Santiago
725,$,58500000,1,1,40.0,Santa Isabel,Santiago
726,UF,1409,1,1,30.0,Barrio Diez De Julio,Santiago
727,UF,2180,2,1,44.0,Parque O'Higgins,Santiago
728,UF,3532,3,2,58.0,Bogotá - Sierra Bella,Santiago
729,UF,3103,2,2,71.0,Bulnes,Santiago
730,UF,1690,1,1,33.0,Santa Isabel,Santiago
731,$,45000000,1,1,33.0,Barrio Brasil,Santiago
732,UF,2790,3,2,81.0,Parque O'Higgins,Santiago
733,UF,2600,2,2,54.0,Parque O'Higgins,Santiago
734,UF,2350,1,1,35.0,Centro Histórico De Santiago,Santiago
735,UF,2350,2,2,58.0,Barrio Yungay,Santiago
736,UF,1083,1,1,25.0,Parque Los Reyes,Santiago
737,UF,1555,1,1,30.0,Parque O'Higgins,Santiago
738,UF,1650,1,1,25.0,Centro Histórico De Santiago,Santiago
739,UF,2838,2,2,48.0,Bogotá - Sierra Bella,Santiago
740,UF,2990,1,1,30.0,San Diego,Santiago
741,UF,2700,2,2,53.0,Centro Histórico De Santiago,Santiago
742,UF,3100,2,2,58.0,Parque O'Higgins,Santiago
743,UF,4046,3,2,75.0,Ejército - Toesca,Santiago
744,$,101000000,2,2,54.0,Centro Histórico De Santiago,Santiago
745,UF,2850,2,2,50.0,Bulnes,Santiago
746,UF,1550,1,1,29.0,San Diego,Santiago
747,$,110000000,1,1,42.0,Centro Histórico De Santiago,Santiago
748,UF,2050,1,1,30.0,Centro Histórico De Santiago,Santiago
749,UF,1929,2,1,38.0,Parque O'Higgins,Santiago
750,UF,4500,2,2,57.0,Santa Isabel,Santiago
751,UF,2670,2,2,53.0,Bulnes,Santiago
752,UF,2950,2,2,53.0,Bulnes,Santiago
753,UF,2100,1,1,35.0,Santa Isabel,Santiago
754,UF,1450,1,1,25.0,Parque Almagro,Santiago
755,UF,2100,1,1,30.0,Bulnes,Santiago
756,$,90000000,2,1,65.0,San Diego,Santiago
757,$,65000000,2,1,36.0,Parque O'Higgins,Santiago
758,UF,2700,2,2,50.0,San Diego,Santiago
759,UF,2027,1,1,36.0,Ejército - Toesca,Santiago
760,$,139000000,3,1,10.0,Barrio San Borja,Santiago
761,UF,2490,2,2,41.0,Centro Histórico De Santiago,Santiago
762,UF,2550,1,1,36.0,Parque Los Reyes,Santiago
763,UF,3400,2,2,46.0,Santa Isabel,Santiago
764,UF,3700,3,2,58.0,Barrio Diez De Julio,Santiago
765,UF,2100,1,1,29.0,Centro Histórico De Santiago,Santiago
766,UF,1700,1,1,32.0,Santa Isabel,Santiago
767,UF,2490,1,,32.0,Santa Isabel,Santiago
768,$,70990000,2,2,37.0,Parque Los Reyes,Santiago
769,UF,3200,2,1,42.0,Barrio Diez De Julio,Santiago
770,$,86000000,2,1,52.0,Barrio Yungay,Santiago
771,UF,7218,5,3,160.0,Centro Histórico De Santiago,Santiago
772,UF,2190,1,1,34.0,Barrio República,Santiago
773,UF,7100,3,2,166.0,Barrio Lastarria,Santiago
774,UF,2700,2,2,52.0,Ejército - Toesca,Santiago
775,$,98000000,2,1,38.0,Bulnes,Santiago
776,UF,3350,2,2,57.0,Santa Isabel,Santiago
777,UF,5770,4,3,86.0,Parque O'Higgins,Santiago
778,UF,3450,2,2,48.0,Parque Los Reyes,Santiago
779,UF,1850,1,1,31.0,Centro Histórico De Santiago,Santiago
780,UF,2300,2,2,44.0,Bulnes,Santiago
781,UF,2090,1,1,34.0,San Diego,Santiago
782,UF,3200,2,2,67.0,Barrio República,Santiago
783,UF,1850,1,1,34.0,San Diego,Santiago
784,UF,3800,2,2,53.0,Santa Isabel,Santiago
785,UF,1650,1,1,29.0,Centro Histórico De Santiago,Santiago
786,UF,2650,1,1,33.0,San Diego,Santiago
787,$,73000000,1,1,32.0,Franklin - Biobío,Santiago
788,UF,2900,2,2,43.0,Ejército - Toesca,Santiago
789,UF,2540,2,2,60.0,Parque Los Reyes,Santiago
790,UF,1790,1,1,26.0,Barrio Yungay,Santiago
791,UF,3220,2,2,54.0,San Diego,Santiago
792,UF,3900,2,2,61.0,Santa Isabel,Santiago
793,UF,2600,1,1,31.0,Santa Isabel,Santiago
794,UF,4500,2,2,55.0,Santa Isabel,Santiago
795,UF,2600,2,2,53.0,Bogotá - Sierra Bella,Santiago
796,UF,1950,1,1,32.0,Centro Histórico De Santiago,Santiago
797,UF,2700,2,2,55.0,Parque Almagro,Santiago
798,UF,1838,1,1,30.0,San Diego,Santiago
799,UF,3800,2,2,55.0,Santa Isabel,Santiago
800,UF,2100,1,1,29.0,Barrio Lastarria,Santiago
801,UF,2200,2,2,41.0,Centro Histórico De Santiago,Santiago
802,$,140000000,2,2,58.0,Ejército - Toesca,Santiago
803,UF,2800,1,1,35.0,Barrio República,Santiago
804,$,69990000,2,1,48.0,Centro Histórico De Santiago,Santiago
805,UF,2931,1,1,40.0,Ejército - Toesca,Santiago
806,UF,2754,1,1,46.0,Centro Histórico De Santiago,Santiago
807,UF,3300,2,2,56.0,Barrio República,Santiago
808,UF,1700,2,2,43.0,Franklin - Biobío,Santiago
809,UF,2200,1,1,31.0,Santa Isabel,Santiago
810,UF,2100,1,1,42.0,Santa Isabel,Santiago
811,UF,1700,1,1,33.0,Centro Histórico De Santiago,Santiago
812,UF,2190,1,1,35.0,Centro Histórico De Santiago,Santiago
813,$,90000000,2,2,45.0,Centro Histórico De Santiago,Santiago
814,UF,1950,1,1,37.0,Centro Histórico De Santiago,Santiago
815,UF,3400,2,2,50.0,Santa Isabel,Santiago
816,$,95000000,1,1,40.0,Bogotá - Sierra Bella,Santiago
817,UF,1980,1,1,29.0,Barrio Lastarria,Santiago
818,UF,2100,2,1,35.0,Parque O'Higgins,Santiago
819,UF,2490,2,1,35.0,Santa Isabel,Santiago
